CATEGORY,PARENT,ADVERTISER,PRODUCT,TITLE,TAGLINE,REVISION,DESCRIPTION,LANGUAGE,MEDIA TYPE,LINK,ADSCOPE ID,CORE CREATIVE ID,CREATIVE ATTRIBUTE(S),LAST PERIOD AIRED,LENGTH/SIZE,MARKET1,PROGRAM,FIRST SEEN,UNITS,DOLS
V372 Home Furnishings Stores,Ingka Holdings Ab,Ikea,Ikea Furniture & Furnishings Store : Corporate Promotion,Try New Things Never Doing Again,,,"A light post is featured in front of a house. M-Annc This is kind of a first for all of us."" He states that but may be this time to put other things first like being the first to check in or the first to try your hand a common arts or all the arts. Be the first to volunteer or the first to say it's all going to be okey. And the when the day comes or we no longer looking our world from the inside out it will be what they did in here that will make them stronger out there.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22775106&mtid=1&ff=1,41393050.0,22775106,Corporate Image=Y|COVID19 Related=Y|,2020-04-27,30,* NATIONAL,VOICE,2020-04-15,4,5624.0
G850 Schools NEC,MasterClass Llc,MasterClass School,MasterClass School : Online,No Title Assigned - #22713153,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22713153&mtid=1&ff=1,41259676.0,22713153,Non-Attributed Creative=Y|,2020-04-27,30,* NATIONAL,VOICE,2020-04-01,4,5536.0
V375 Furniture Stores,Ashley Furniture Industries Inc,Ashley Furniture,Ashley Furniture Home Store : Furniture Store,Warehouse Blowout Sale/Text,this is home.,Now Text :[Nationwide] is no longer featured.,"Few text and tag is featured. M-AnncAshley Homestore First ever warehouse blowout sale is happening now."" M-Annc states we are closing out $500 million worth of inventory nationwide. Deals up to 75% off plus buy today 0% interest for 36 months. The Warehouse Blowout Sale only from AshleyHomeStore.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22674286&mtid=1&ff=1,41170776.0,22674286,Sale=Y|Price Point=Y|,2020-03-16,15,* NATIONAL,MODERN FAMILY,2020-03-19,8,5344.0
G850 Schools NEC,MasterClass Llc,MasterClass School,MasterClass School : Online,No Title Assigned - #22706780,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22706780&mtid=1&ff=1,41231229.0,22706780,Non-Attributed Creative=Y|,2020-04-27,15,* NATIONAL,VOICE,2020-03-30,7,4899.0
"V219 Car & Truck Dlrs, Sales & Lsg: Comb&NEC",Carvana Llc,Carvana Local Dealer,Carvana.com : Online,No Title Assigned - #22740323,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22740323&mtid=1&ff=1,41315771.0,22740323,Non-Attributed Creative=Y|,2020-04-27,30,* NATIONAL,EMPIRE,2020-04-07,15,4663.0
B313 Foreign & U.S. Government,Us Govt,CDC Centers For Disease Control & Prevention,CDC Centers For Disease Control & Prevention : US Government,Corona Virus Awareness 14,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22681831&mtid=1&ff=1,41182792.0,22681831,Non-Attributed Creative=Y|,2020-03-16,15,* NATIONAL,MODERN FAMILY,2020-03-21,3,4587.0
"B242 Satellite Providers, Systems & Services",AT&T Inc,AT&T,AT&T : Satellite Service,Watch with Easy Self-Setups,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22721469&mtid=1&ff=1,41275765.0,22721469,,2020-04-27,15,* NATIONAL,VOICE,2020-04-02,4,4513.0
B323 Public Service Ann (Non-Pd MW Only),Public Service Announcement,NBC/The More You Know/PSA,NBC/The More You Know/PSA : Public Service Announcement,No Title Assigned - #22710887,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22710887&mtid=1&ff=1,41243290.0,22710887,Non-Attributed Creative=Y|,2020-04-27,30,* NATIONAL,VOICE,2020-04-01,3,4400.0
V140 Food & Beverage Services,Nestle Sa,Freshly Food Delivery Service,Freshly Food Delivery Service : Online,No Title Assigned - #22778331,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22778331&mtid=1&ff=1,41395229.0,22778331,Non-Attributed Creative=Y|,2020-04-27,30,* NATIONAL,VOICE,2020-04-16,3,4356.0
F612 Light & Low Alcohol Beer & Ale,Molson Coors Brewing Co,Coors,Coors Light : Beer,Official Beer Of Friday Night Power Naps,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22655586&mtid=1&ff=1,41132136.0,22655586,Non-Attributed Creative=Y|,2020-03-30,15,* NATIONAL,MODERN FAMILY,2020-03-16,1,4348.0
B323 Public Service Ann (Non-Pd MW Only),Public Service Announcement,NBC/The More You Know/PSA,NBC/The More You Know/PSA : Public Service Announcement,No Title Assigned - #22722094,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22722094&mtid=1&ff=1,41276859.0,22722094,Non-Attributed Creative=Y|,2020-04-27,30,* NATIONAL,VOICE,2020-04-02,3,4218.0
H621 Plumbing&Sanitation Equip Fixtrs&Systems,Fortune Brands Home & Security Inc,Moen,Moen : Showerhead,Water Design Life 13,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22820383&mtid=1&ff=1,41487109.0,22820383,Non-Attributed Creative=Y|,2020-04-27,15,* NATIONAL,VOICE,2020-04-27,6,4218.0
D543 Nutritional Supplements,Pepsico Inc,Muscle Milk,Muscle Milk : RTS Protein Shake,Growing the Muscle Strength,OWN YOUR STRENGTH,,"A man is featured exercising. M-Annc Sure Muscle Milk helps build muscles."" He states but not the ones that matter most. The muscles that are more powerful than some bicep. It can't be seen in a mirror. The muscles that get one out of bed at 5 am and keeps pushing you until you can. Day after day after day. Muscle Milk helps grow muscles. The man states of building strength.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22778661&mtid=1&ff=1,41396432.0,22778661,Celebrity=Y|Spokesperson=Y|,2020-04-27,30,* NATIONAL,EMPIRE,2020-04-16,11,3984.0
D541 Vitamins & Minerals,Carlyle Group Lp,Natures Bounty,Natures Bounty : Various Vitamins,Maintaining the Balance/Scene,Better off healthy,Now scene has changed at 00:08 seconds mark. Now product and legalese has changed. Last slide has changed,"A man is featured taking out a burnt food from the oven. M-Annc Sometimes the pressure of today's world can make it tough to take care of yourself."" He mentions Natures Bounty has innovative ways to help us maintain balance and help us keep active and well resting.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22770123&mtid=1&ff=1,41378945.0,22770123,,2020-04-13,15,* NATIONAL,BIG BANG THEORY,2020-04-13,1,3830.0
V837 Drug & Toiletry-Direct Response: NEC,Tivity Health Inc,Nutrisystem,Nutrisystem Inc : Weight Loss Program DR,Lose Weight Easily Now,,,"Text is featured against an animated door. F-Annc Knock knock."" She states your Nutrisystem delivery is here with a month of delicious meals satisfying snacks plus probiotics shakes to help support your immunity. Delivered right to your door. Act now and save 50% on a month of meal delivered free.Text: [FREE] [SHIPPING!] 833-231-DIET nutrisystem.com/50""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22847224&mtid=1&ff=1,41545364.0,22847224,Direct Response=Y|Gift with Purchase=Y|,2020-05-11,15,* NATIONAL,BIG BANG THEORY,2020-05-04,1,3620.0
V837 Drug & Toiletry-Direct Response: NEC,Tivity Health Inc,Nutrisystem,Nutrisystem Inc : Weight Loss Program DR,M. Osmond: Call to Save 50%,,,"Marie Osmond is featured along with website tag and phone number. M.Osmond Introducing new personal plans from Nutrisystem."" She states to lose up to 18 pounds and 10 inches overall in your first 2 months. M-Annc states to order now and save 50% on a month of meals delivered to your door. He states to go online or call to save 50%. Text: [FREE] [SHIPPING] [Shakes] [FREE] 888-683-THIN nutrisystem.com/50""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22865226&mtid=1&ff=1,41583799.0,22865226,Celebrity=Y|Direct Response=Y|Spokesperson=Y|Free Shipping=Y|Gift with Purchase=Y|,2020-05-11,15,* NATIONAL,BIG BANG THEORY,2020-05-07,1,3620.0
F290 Prepared Foods: Comb Copy & NEC,Kraft Heinz Co,Oscar Mayer,Oscar Mayer Foods Corp : Corporate Promotion,Front Yard Cookout Through May/-May 2,,Now F-Annc no longer mentions May 2.,"A city view is featured. F-Annc We may not be able to gather together but we can grill together."" She states that Oscar Mayer invites you to take your backyard cookout to the front. On May 2nd join them on the Oscar Mayer Frontyard Cookout. Enjoy sharing a meal together but safely apart. While they share one million meals with feeding America and everytime you use the hashtag frontyard cookout Oscar Mayer will donate an additional meal up to a million more through the month of May. Text: [cfor more information visit OscarMayer.com] #FrontYardCookout""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22844066&mtid=1&ff=1,41536878.0,22844066,Corporate Image=Y|Social Media: Twitter=Y|Hashtag=Y|COVID19 Related=Y|,2020-04-27,30,* NATIONAL,EMPIRE,2020-05-03,11,3527.0
G810 Colleges & Universities,Apollo Education Group Inc,University Of Phoenix,University Of Phoenix : Online,Online But Not On Your Own 3,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22706607&mtid=1&ff=1,41230977.0,22706607,Non-Attributed Creative=Y|,2020-04-27,15,* NATIONAL,EMPIRE | MODERN FAMILY,2020-03-30,3,3267.0
V829 Business-Direct Response: NEC,HealthMarkets Inc,HealthMarkets,HealthMarkets : Insurance DR,Free Benefits Review 31,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22570997&mtid=1&ff=1,40958732.0,22570997,Non-Attributed Creative=Y|,2020-04-27,60,* NATIONAL,VOICE,2020-04-23,2,3176.0
V837 Drug & Toiletry-Direct Response: NEC,Church & Dwight Co Inc,Finishing Touch,Finishing Touch Flawless : Hair Removal System DR,"60 Days Money Back Guarantee, Free Shipping 34",,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22723961&mtid=1&ff=1,41281287.0,22723961,Non-Attributed Creative=Y|,2020-04-27,120,* NATIONAL,VOICE,2020-04-03,1,3176.0
"T433 Tourism Promotion, Domestic (Area)",Las Vegas NV,Las Vegas NV,Las Vegas NV : Tourism Promotion,You Are the Only Priority,,,"Black background is featured. M-Annc In Las Vegas there is something more important than the shows in the neon and there is something bigger then our hotels in  our..."" He states that something is you and your safety. That is everything that is the only thing. They know it is tough to travel right now or to be even be around others. They just want you to know that when you are ready they will be ready as well and better then ever. As their is no bigger star in their town than you. #ONLYVEGAS""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22665565&mtid=1&ff=1,41148209.0,22665565,Hashtag=Y|,2020-03-16,30,* NATIONAL,MODERN FAMILY,2020-03-17,1,3058.0
B223 Wireless Telecom Providers,Verizon Communications Inc,Verizon,Verizon : Consumer Wireless Service,Choose the Best Network,,,"Ammara Essa a Verizon Engineer is featured. A. Essa The network has to be prepared to absorb whatever is gonna come its way."" Jason Cooley states that they were always preparing. M-Annc states that they are relentlessly committed to the network so when times like that they can all stay connected to work school and most importantly to each other. Text: [We are here. And we are ready.]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22672461&mtid=1&ff=1,41163988.0,22672461,Spokesperson=Y|COVID19 Related=Y|,2020-03-16,15,* NATIONAL,MODERN FAMILY,2020-03-19,2,3058.0
B660 Motion Pictures,Comcast Corp,Universal Pictures,Trolls World Tour : Movie,Enjoy the Musical Movie,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22702318&mtid=1&ff=1,41223832.0,22702318,On Demand=Y|,2020-03-30,15,* NATIONAL,MODERN FAMILY,2020-03-27,1,2960.0
D521 Cold & Sinus Remedies,Bayer AG Group,Claritin,Claritin : Allergy Remedy,"Get 24 Hour Relief/Scene, Sunday's Newspaper, $50",Live Claritin Clear.,Now the scene has changed. M-Annc mentions for one week only save up to $50 on select Claritin products. Check this Sunday's newspaper for details.,"Man is featured playing with a puppy along with text. Text: [Feel the clarity] M-Annc Feel the clarity of non drowsy Claritin and twenty four hour relief from symptoms caused by over two hundred indoor or outdoor allergens like those from Buddy."" He states because nothing should come between two best friends.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22706907&mtid=1&ff=1,41231769.0,22706907,,2020-03-30,15,* NATIONAL,MODERN FAMILY,2020-03-30,1,2960.0
H532 Pre-Recorded Video,ViacomCBS Inc,Sonic The Hedgehog (2020),Sonic The Hedgehog (2020) : Video,Family on Wall/Today,,Now M-Annc mentions to buy it today.,"A man in a room is featured. M-Annc Is your family daunting up the wall?"" Some scenes from the video are featured. M-Annc states to watch Sonic the Hedgehog at home now when you buy it this Tuesday.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22711039&mtid=1&ff=1,41244047.0,22711039,,2020-03-30,15,* NATIONAL,MODERN FAMILY,2020-03-31,1,2960.0
F131 Salad Dressings,Clorox Co,Hidden Valley,Hidden Valley Ranch : Salad Dressing Mix,Perfect Dressing for Every Meal,YOU EITHER LOVE IT OR YOU REALLY LOVE IT,,"Two men are featured in living room with full of snacks on the table. M-Annc HVR you either love it or you really love it."" Man 1 is eating a drumstick with the dressing and it's really hot so he takes the product and drinks it.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22708004&mtid=1&ff=1,41250651.0,22708004,,2020-03-30,15,* NATIONAL,MODERN FAMILY,2020-03-30,1,2960.0
H532 Pre-Recorded Video,ViacomCBS Inc,Sonic The Hedgehog (2020),Sonic The Hedgehog (2020) : Video,Biggest Family Movie/Buy It Today,,M-Annc notes to buy the movie today at featured digital retailers.,"Sonic is featured. Sonic You guys want to watch a cool movie?"" M-Annc states today the biggest family movie of the year is speeding into your home. Sonic The Hedgehog buy it today at some digital retailer.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22711845&mtid=1&ff=1,41262966.0,22711845,,2020-03-30,15,* NATIONAL,MODERN FAMILY,2020-04-01,1,2960.0
V376 Home Centers & Hardware Stores,Home Depot Inc,Home Depot,Home Depot Home Center : Home Center/Hardware Store,Free And Flexible Delivery,How doers get more done.,,"A man and a woman is featured. M-Annc It's a good time to be a doer when you can complete your room with free delivery from the Home Depot."" He states that this is decor like never before. Get free and flexible delivery easy in-store and online returns.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22653855&mtid=1&ff=1,41129660.0,22653855,,2020-04-06,15,* NATIONAL,MODERN FAMILY,2020-03-16,1,2911.0
V155 Dating Services,IAC/Interactivecorp,Match.com,Match.com Dating Service : Online,No Title Assigned - #22691221,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22691221&mtid=1&ff=1,41204655.0,22691221,Non-Attributed Creative=Y|,2020-03-30,15,* NATIONAL,MODERN FAMILY,2020-03-23,1,2911.0
"B242 Satellite Providers, Systems & Services",Dish Network Corp,Dish Network,Dish Network : Satellite System,Do Everything with,Tuned In To You,,"A woman is featured. Woman At Dish we took our voice remote and added the Google Assistance."" Because sometimes you need to control the temperature the lights and the TV. Text: [NEW] [LOCAL RETAILER] 1-800-CALL-DISH DISH.COM""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22698106&mtid=1&ff=1,41220619.0,22698106,New Product=Y|,2020-04-13,15,* NATIONAL,MODERN FAMILY,2020-03-23,1,2911.0
G810 Colleges & Universities,Apollo Education Group Inc,University Of Phoenix,University Of Phoenix : Online,Curriculum Overview 3,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22705838&mtid=1&ff=1,41229646.0,22705838,Non-Attributed Creative=Y|,2020-04-13,15,* NATIONAL,MODERN FAMILY,2020-03-30,1,2911.0
D111 Facial Skin Care,Johnson & Johnson,Neutrogena,Neutrogena Hydro Boost : Facial Moisturizer : Water Gel,K. Washington: Get the Killer Attitude,,,"A hand is featured holding Neutrogena Hydro Boost in water along with text. Kerry Washington is featured.  K. Washington Never run dry of killer attitude or hydration."" She states Neutrogena Hydro Boost is the #1 hyaluronic acid moisturizer that delivers 2 times the hydration for supple bouncy skin.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22706293&mtid=1&ff=1,41231371.0,22706293,Celebrity=Y|Spokesperson=Y|,2020-03-30,15,* NATIONAL,MODERN FAMILY,2020-03-30,1,2911.0
